target_label,standard_type,bao_label,molecule_chembl_id,scaffold_id,split
fxr,EC50,single protein format,CHEMBL3138092,O=C(NCCCC1CCC2C1CCC1C3CCCCC3CCC21)OCC=Cc1ccccc1,development
fxr,EC50,single protein format,CHEMBL1765565,O=C(NCCCC1CCC2C1CCC1C3CCCCC3CCC21)OCC=Cc1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL1834966,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1672448,c1ccc(-c2nocc2COc2ccc(-c3ccc4ncccc4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL476302,c1ccc(-c2nocc2COc2ccc(-c3ccc4ccccc4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1834967,c1ccc(-c2nocc2COc2ccc(-c3ccc4c(c3)CCCC4)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1834968,c1ccc(-c2nocc2COc2ccc(-c3ccc4ccsc4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1835044,c1ccc(-c2nocc2COc2ccc(-c3ccc4cc[nH]c4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1835045,c1ccc(-c2nocc2COc2ccc(Cn3ccc4ccccc43)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1835047,c1ccc(-c2nocc2COc2ccc(-c3ccc4sccc4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1833985,c1ccc(-c2nocc2COc2ccc(-c3ccc4cc[nH]c4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1835049,c1ccc(-c2nocc2COc2ccc(-c3ccc4[nH]ccc4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1835050,c1ccc(-c2nocc2COc2ccc(-c3ccc4sccc4n3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL1835051,c1ccc(-c2nocc2COc2ccc(-c3ccc4c(c3)CCC4)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL2037335,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037334,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037333,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037332,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037331,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037330,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037329,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037328,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037327,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037326,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037325,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037324,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037316,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037315,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037314,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037313,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037312,O=C1CSC(c2ccc(-c3cc4ccccc4o3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037305,O=C1CSC(c2ccc(-c3ccco3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037311,O=C1CSC(c2ccc(-c3ccsc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037310,O=C1CSC(c2ccc(-c3cccs3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037190,O=C1CSC(c2ccc(-c3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037189,O=C1CSC(c2ccc(-c3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037188,O=C1CSC(c2ccc(-c3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037187,O=C1CSC(c2ccc(-c3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037186,O=C1CSC(c2ccc(-c3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2158163,O=C(NC(Cc1ccccc1)C(=O)Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL2398209,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2398208,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2398207,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037313,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL2037313,O=C1CSC(c2ccc(Oc3ccccc3)cc2)c2cnn(-c3ccccc3)c2N1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3357418,C(=Cc1ccc(OCc2[nH]cnc2COc2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3357417,C(=Cc1ccc(OCc2cocc2COc2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3357416,O=c1occ(COc2ccc(C=Cc3ccccc3)cc2)n1CCc1ccccc1,development
fxr,EC50,single protein format,CHEMBL3357415,O=c1occ(COc2ccc(C=Cc3ccccc3)cc2)n1Cc1ccccc1,development
fxr,EC50,single protein format,CHEMBL3357420,C(=Cc1ccc(OCc2[nH]nnc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3357421,C(=Cc1ccc(OCc2cnnn2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3357422,C(=Cc1ccc(OCc2ccnn2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL566315,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL566315,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL3746388,c1ccc(-c2noc(C3CC3)c2COC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3793436,c1ccc(Cc2cnc(SCCOc3ccc(-n4ccnc4)cc3)n2-c2ccccc2)cc1,development
fxr,EC50,single protein format,CHEMBL241106,O=C1C=CCC=CCCC=CC=CC=CCCCC=CC=CCC(c2cscn2)O1,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL3823077,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3823213,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3824337,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccc4cn[nH]c4c3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822755,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccn[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822798,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccn[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3824163,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3cccnc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3823070,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3cccnc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3824162,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3824077,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822597,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822464,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822773,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822803,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3823312,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccc(-c4nnn[nH]4)nc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822935,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822953,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822859,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccccc4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3823491,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccccc4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3822901,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccccc4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3823938,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccccc4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3823637,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccccc4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3823688,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccccc4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3823467,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccccc4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL3824207,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC(c4ccn[nH]4)C3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL566315,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL270311,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4167134,O=c1[nH]c(=O)n(CCCC2CCC3C2CCC2C4CCCCC4CCC32)o1,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4160181,C1CCC(OC2CCC3C(CCC4C5CCCC5CCC34)C2)OC1,development
fxr,EC50,single protein format,CHEMBL406393,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4168102,C1CCC(OC2CCC3C(CCC4C5CCCC5CCC34)C2)OC1,development
fxr,EC50,single protein format,CHEMBL4170402,C1CCC(OC2CCC3C(CCC4C5CCCC5CCC34)C2)OC1,development
fxr,EC50,single protein format,CHEMBL205596,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4159764,C1CCC(OC2CCC3C(CCC4C5CCCC5CCC34)C2)OC1,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4292861,c1ccc(N2CC(c3ccc(OCc4c(-c5ccncc5)noc4C4CC4)cc3)C2)nc1,development
fxr,EC50,single protein format,CHEMBL4292861,c1ccc(N2CC(c3ccc(OCc4c(-c5ccncc5)noc4C4CC4)cc3)C2)nc1,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL566315,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL319544,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL3822773,c1ccc(-c2noc(C3CC3)c2COc2ccc(C3CC3c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL402063,C=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21,development
fxr,EC50,single protein format,CHEMBL402063,C=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21,development
fxr,EC50,single protein format,CHEMBL402063,C=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21,development
fxr,EC50,single protein format,CHEMBL402063,C=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21,development
fxr,EC50,single protein format,CHEMBL402063,C=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21,development
fxr,EC50,single protein format,CHEMBL402063,C=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4473498,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4514834,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4451515,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4571319,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4559492,O=C(NCC1CCCCC1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4441366,O=C(NCc1ccccn1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4519279,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4577381,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccc(C3CC3)cc1-2,development
fxr,EC50,single protein format,CHEMBL4553359,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4452699,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4472502,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4562405,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4447977,O=C(NCc1ccccc1)c1n[nH]c2c1COc1ccccc1-2,development
fxr,EC50,single protein format,CHEMBL4298169,c1ccc(-c2noc(C3CC3)c2COC2CC3CCC(C2)N3c2nc3ccccc3s2)cc1,development
fxr,EC50,single protein format,CHEMBL566315,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4639724,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4636869,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4632880,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4638567,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4637834,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4641850,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4n3C3CC3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4647235,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4n3C3CCCCCC3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4648303,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4632780,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4642737,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4n3CC3CC3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4638213,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4n3CC3CCCCC3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4647755,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4n3-c3ccccc3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4639094,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4637878,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4636623,c1ccc(-c2nocc2COc2ccc(-c3nc4ccccc4n3CC3CCCCC3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL240597,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL566315,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4758064,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4758363,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4740844,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL567835,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4740500,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4790262,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL4745499,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccccc3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4786636,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4ccccc4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4745008,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3cccnc3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4751890,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4763612,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4778910,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4777088,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3n[nH]c4ccccc34)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4747240,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4756996,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4ccoc4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4776080,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL566315,C1CCC2C(C1)CCC1C3CCCC3CCC21,development
fxr,EC50,single protein format,CHEMBL3746388,c1ccc(-c2noc(C3CC3)c2COC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4741830,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4800066,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4763935,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4743486,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4763830,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4753607,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4778597,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4753329,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4749142,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3ccc4cc[nH]c4c3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4778278,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4791913,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4742812,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4751112,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4791413,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4760686,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4750348,c1ccc(-c2noc(C3CC3)c2COCC2CCN(c3nc4ccccc4s3)CC2)cc1,development
fxr,EC50,single protein format,CHEMBL4751757,c1ccc(-c2noc(C3CC3)c2COCC2CC3CCC(C2)N3c2ccc3cc[nH]c3c2)cc1,development
fxr,EC50,single protein format,CHEMBL4781153,c1ccc(-c2noc(C3CC3)c2COCC2CC3CCC(C2)N3c2ccc3cc[nH]c3c2)cc1,development
fxr,EC50,single protein format,CHEMBL4747855,c1ccc(-c2noc(C3CC3)c2COCC2CC3CCC(C2)N3c2nc3ccccc3s2)cc1,development
fxr,EC50,single protein format,CHEMBL4874150,c1ccc(CCn2c(-c3ccc(OCc4conc4-c4ccccc4)cc3)nc3ccccc32)cc1,development
fxr,EC50,single protein format,CHEMBL4854082,O=C(Nc1ccccc1C(=O)Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL318457,C(=Cc1ccc(OCc2conc2-c2ccccc2)cc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4865925,c1ccc(OCc2ccc(OCc3c(-c4ccccc4)noc3C3CC3)cc2)cc1,development
fxr,EC50,single protein format,CHEMBL4860451,O=C(Nc1ccccc1)c1ccc(Oc2ccccc2)cc1,development
fxr,EC50,single protein format,CHEMBL4870317,O=C(Nc1ccccc1)c1ccc(Oc2ccccc2)cc1,development
fxr,EC50,single protein format,CHEMBL4855848,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4852351,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4873620,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4868734,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4851251,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4865947,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4877241,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4866211,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4876646,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4863958,O=C(Nc1ccccc1)c1ccccc1,development
fxr,EC50,single protein format,CHEMBL4872627,O=C(Nc1ccccc1)c1ccccc1,development
